date,title,comment
2025-05-17T05:26:52Z,Family emergency shelter in Mesa being turned into affordable housing units,Help for society's single broodmares but not for responsible women who dont prioritize recreational procreation as a means to an end..thanks for nothing while simultaneously rewarding the ones who lay on their backs rather than the ones that will pull their weight..this is such a trashy society
2025-05-17T05:26:52Z,Family emergency shelter in Mesa being turned into affordable housing units,Tax payers shouldn't pay for drug addicted variants that refuse to pay their own way!
2025-05-17T05:26:52Z,Family emergency shelter in Mesa being turned into affordable housing units,Trump gotta get him out in 4 years or sooner
2025-05-17T05:26:52Z,Family emergency shelter in Mesa being turned into affordable housing units,Don’t be sell outs and sell to investors.
2025-05-17T05:26:52Z,Family emergency shelter in Mesa being turned into affordable housing units,"Sortir avec un trentenaire, c'est comme essayer de trouver une place de parking à Costco un samedi après-midi💝"
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,...and in a related matter there is still no arrest made in the drowning murder of little Cal suspects ninja bill and sickie still at large 🤠
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,A double murder with no info?? gang related. West Phoenix police will do nothing. hire your own investigator
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,He's hispanic he is definitely no loss to society
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,Your Maryland governor sucks !!
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,It’s in Glendale Az not Maryland
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,@@democracy480democrat ran 💩 holes !!
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,My little brother lost his Life because a Cowered Man shot him from the back and police haven’t done anything to catch him. Good luck hope your voice gets heard soon 🔜 don’t let police 👮‍♀️ stop 🛑 looking for the killer 😔
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,Sure blame police for the fact there are no leads. Smh
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,Something be sketch!
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,Much prayers 🙏
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,Clearly they were involved in some shyt.
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,"Sure. Clearly, you don’t know what you’re talking about."
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,​@@centralscrutinizer7374and you do? Maybe you should contact homicide
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,Two brothers with seven kids and not $1 of child support paid. We don't know nossing!
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,"So, not worthy of living?"
2025-05-17T05:17:53Z,Family of Glendale brothers killed while sleeping pushes for justice,"Ma vie amoureuse est comme des montagnes russes : palpitante, parfois terrifiante, et toujours en quête d'une pause casse-croûte😚"
2025-05-17T05:18:51Z,Man sentenced to life in prison for 2022 murders of two teenage girls in Casa Grande,oh well
2025-05-17T05:18:51Z,Man sentenced to life in prison for 2022 murders of two teenage girls in Casa Grande,A case of the ooga booga's.
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres",Get a Skis steer With a Mascher or Bruch Hog  Go Around & Clean All Run The Buildings After That Keep Up With a Lawn More  You Can Do This around The Whole Town These Skidsteers Cover a Lot Of Ground Fast Wouldnt Cost Much Then Your set Prays are For 17 Fire Fighters That Lost Their Lives At Flagstaff A Fews Back  [ BAD WAY TO GO ] 10-4
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres",I just pray that none of these fires spread to the reservation.
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres",❤ thank you boys
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres",Thanks❤
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres","USDA/US FOREST SERVICE OWNS THESE FIRES.. THEY DONT PREPARE ENOUGH..CUTTING AND DOZING FIRE LINES NOW FOR INSTANCE IS WOEFULLY MONTHS IF NOT YRS TO LITTLE TO,LATE…EQUIPMENT/PERSONNEL ON STANDBY ETC…NO EXCUSES.. WE DEMAND MUCH OUT OF OTHER  AGENCIES"
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres","Hey Arizona, 15 why aren’t you talking about the Graham County fire? You’re only talking about one fire"
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres",Amazing how these fires never get under control. Democrats should be screaming like baby birds over this.
2025-05-17T05:16:09Z,"Still no containment on the Greer Fire as it grows to 12,000 acres",Lots of prayers for everyone involved.  Stay safe and thank you firefighters!
2025-05-17T04:13:49Z,2025 Spring Arizona Restaurant Week: More than 200 restaurants participating in the culinary affair,20+20+10= 30 bucks 🤣🤣🤣
2025-05-17T04:13:49Z,2025 Spring Arizona Restaurant Week: More than 200 restaurants participating in the culinary affair,"Cette vidéo m'a fait oublier toutes les affaires. Maintenant, j'ai un nouvel objectif : trouver d'autres chefs-d'œuvre comme celui-ci😘"
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,Dude knows his sh*t👍
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,They fight more red tape than the fires lol
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,UDSA / US FOREST SERVICE OWNS THIS FIRE…TIME TO PREVENT THIS..DOZING FIRE LINES WAS DECADES AGO.. NOT NOW…
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,🙏🙏🙏🙏 im an hour east .... we are all 👁👁
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,Thank you
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,Be safe. Praying for everyone involved.
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,Thoughts and prayers for all in the community.  Thank you for such a clear and concise update.  Great work by all who are serving in the community and the Fire official communicating this message.
2025-05-17T03:33:07Z,Fire officials provide Friday night update on Greer Fire,"Ma tentative de dîner romantique s'est soldée par la commande d'un plat à emporter parce que j'ai accidentellement déclenché le détecteur de fumée en essayant d'impressionner par mes talents culinaires. La prochaine fois, ce sera un repas à emporter aux chandelles💝"
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,"03:32 
For Over 2 Decades, Katie Rami is Signing OFF at ABC15 Arizona.
We Love You, Katie."
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,🙏💕
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,"I REMEMBER  WHEN YOU FIRST CAME TO ABC 15 gonna miss watching you ,you were a pleasure to watch every night, it was a blessing to have you. take care"
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,You are a shining star in this world Katie. Keep smiling 😃
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,Thank you so much! We will all missed you on TV
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,"""Please choose stay informed."""
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,"Thank you Ms. K.R., for your dedication, sincerity and loyalty - to news, state & nation, and in everyday life.  
May the bounty of blessings, beauty and overall betterment continue 🌷🥇🏝"
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,May god continue to watch over you on this your next big journey. I’ll miss seeing your smiling face.. take care ❤😢
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,I’m sad you’re leaving and will miss you! Thank you for all the years of work during your tenure with ABC 15. Be happy! 🤗
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,"""Please choose to stay informed."" = Follow everything the leftist Democrats say"
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,Good night Katie I'm remembering about the end of knxv ABC 15 analog transmission during jimmy Kimmel.
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,Love you my dear friend ❤ xoxo Charlotte & Mathias
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,🧡🧡🧡🧡🧡🧡🧡🧡many blessings on your future
2025-05-17T02:02:57Z,ABC15&#39;s Katie Raml anchors her final newscast before retirement,J'ai tenté de séduire mon petit ami avec un poème d'amour. Il a fini par me demander si je citais Shakespeare ou si j'essayais d'écrire le prochain grand roman d'amour. Je crois que je vais m'en tenir à la prose💋
2025-05-17T01:15:56Z,Inside the numbers: A look at the legacy of Katie Raml,Conseil pour les sextos : les emojis sont l'équivalent moderne du flirt avec les peintures rupestres💋
2025-05-17T01:13:58Z,Some Greer Fire evacuees are being sheltered at Lyman Lake State Park,J'en suis à l'âge où mon idée d'une nuit endiablée consiste à faire une sieste sans réveil🧡
2025-05-17T01:05:51Z,Apache County Fairgrounds host more than 200 animals evacuated from Greer Fire,praying for all the beautiful creatures
2025-05-17T01:05:51Z,Apache County Fairgrounds host more than 200 animals evacuated from Greer Fire,"Après cette vidéo, mon copain est convaincu que nous pouvons monter notre propre spectacle comique. Je pense que ça vaut le coup d'essayer 🌺"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",I'd rather fund medicaid than a parade or another 60 rounds of golf or billions in decor.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Liar
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","Fake news. ""red tape paperwork requirement."" Oh, unless you are an illegal immigrant, pathetic. ""It's not designed to put people to work."" Why should my tax dollars pay for someone else's health care when I work full time and can BARLEY AFFORD MY OWN HEALTH CARE. Pfff, get a job."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",There not cutting medicad people this news is bullcrap
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Imagine how nice it would be to have one full day without trump's wreckingball swinging at out heads!
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",This is not the program for seniors. There are two Medicare and Medicaid two different programs. The one that’s in the crosshairs is the one that’s giving free stuff to illegals and it should be in the crosshairs.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","I'm on Medicare and Medicaid as a senior. There is no way to cut Medicaid without everyone feeling it, even if you don't get benefits directly."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","Rent gouging from sea to sea,  the minimum wage in Alabama,  Georgia,  Idaho, Indiana, Iowa, Kansas,  Kentucky, Louisiana, Mississippi, New Hampshire, North Carolina, North Dakota, Oklahoma, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Wisconsin,  and finally Wyoming  all have the federal minimum wage of $7.25 !!!! $290 a week before taxes.  How do pay rent, and utilities eat,  on that wage, see a problem here?"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","The only “cuts” are ridding fraudulent recepients off the rolls. Everything comes at a cost. The family stopped being the caregivers for other family members when in 1964, Johnson figured out a way to capture millions of voters."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Lie
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","Illegals and able bodied people off of the people's back.
The horror.🙄"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",THIS CUTS ABLED BODIED ADULTS THAT CAN WORK HAVE TO GET JOBS!
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","When an administration creates economic policies that generate net job losses, they don't really get to cry over having unemployed people needing benefits... just saying."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","@@possumverde weird bc job growth on the rise, nevermind you’re retarded."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","@@crazymixn_4209 ok but this doesn’t apply to every able bodied person. I’m able bodied but I’m in a rigorous medical program and can’t afford to work or it’ll cut in to my study time and I won’t pass. It’s not as simple as saying ""cut fundings for all able bodied people""."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",The left has lost its collective mind. They got yall defending waste fraud and abuse. Bunch of 🐑
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","So having job requirements to qualify for PUBLIC assistance is a bad thing? Instead of fixing the problem of 80mil ""low-income"" people, they just demand more taxpayer money from the people with jobs."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Vote out ALL those in Washington.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Remember when Obama forced people to have medical and it was overly expensive and penalized if you didn’t get medical trump made it so you don’t get penalized because trumps not a dictator like obama
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Fake news boycott
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","No more illeagals on our dime,let the left pay for them"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","Too many able bodied people who need to get off their lazy asses and work for ur medical care,like i do"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",They already do. Many disabled people also work. Many elderly on Medicaid work. This is another smoke screen so that they don't have to deal with the real problems in this country.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",86-47NOW!
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",🐑
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Get a job NOW...
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",The us health is so bad I fly to Europe for treatment for same cost of my us copays and shirty trestment
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Sure you do
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","We subsidize many socialist health care Countries...
Your welcome."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",They nerd to cut drug prices 70 percent
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","Cut, cut and cut some more, the American taxpayer has spoken."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",@@DirtyDesertDevil  why did you say it like a poem like be so for real this is not school
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",@Campers34 Yet it is poetic.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",@@DirtyDesertDevil ik thats why i said it…. 😑
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Cut The Fraud ASAP. FJB and Bidenomics and the Democratic Cult. Thank you President Trump 🇺🇸🙏🇺🇸.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",How about also talking about the fraud and abuse? And that Medicaid is going bankrupt?
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","So, politicians and democrats are angry…….BECAUSE “ILLEGAL ALIENS” and “PERFECTLY HEALTHY MEN” ARE BEING CUT FROM MEDICAID? WHY? There is not one sentence in that bill that speaks of CUTTING MEDICAID FROM CHILDREN, SINGLE MOTHERS OR THE POOR! NOT ONE! Do NOT believe the PROPAGANDA FROM CNN AND THE NEWS OR THE COMMUNIST BERNIE SANDERS AND AOC!"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Just the FRAUD in Medicaid. There are a lot of people collecting who are able bodied and can work. There are no other cuts so stop lying.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",medicaid is for aliens
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",millions of illegals had babies so they could get MORE food stamps and welfare and that cut into what real Americans could have
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","The irony is that Red states receive far more government funding from taxpayer money than Blue states. So, they continue to screw themselves constantly by voting in the very people who then strip everything away from them."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","The irony here is qualified people won't be affected and since Based on available data, blue states have a higher share of unauthorized immigrants than red states.
It is the blue States that will be affected significantly more.
But democrats can't think logically...😂"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",What specific cuts are we talking about ?  Democrat opinion is not reality
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Trump cannot stop grifting or calling dictators hot.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Dems are grifters.  who you trying to kid?
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",America has rejected you.   Cope.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",That was truedoe
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",🐑
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",​@@vikingraider712Why is it that maga can't spell peoples names right?
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Free health care for all. Please just tax us more
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Tax wealth.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",R U insane? you must not pay taxes.
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",@@skyqueen1148 that was my sarcasm
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","@@idahovideoguy4861 I agree with you, but it is obvious you are not that smart to begin with."
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",You need to work for benefits like others also nothing is being cut
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",Resist the governments attempt at eliminating our public services
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",do you even pay for this service
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts","​@MRick-cd1kr  we all do,government doesn't generate money people do"
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",So you like waste and abuse and fraud? Good to know...
2025-05-17T00:55:54Z,"Medicaid funding in the crosshairs, states brace for potential cuts",🐑
